Attack Activity,judgment-33.1,3,"['assail', 'assault', 'attack']"
Change of State,other_cos-45.4,3,"['age', 'vary', 'stabilize']"
Legal Capture Activity,confine-92,3,"['incarcerate', 'jail', 'imprison']"
Physical Search Activity,chase-51.6,3,"['follow', 'trail', 'chase']"
Join Activity,tape-22.4,3,"['link', 'connect', 'bond']"
Artist Performance Activity,performance-26.7,3,"['perform', 'play', 'enact']"
Sport Activity,throw-17.1,3,"['shoot', 'drive', 'pass']"
Cause Move Activity,amuse-31.1,3,"['move', 'stir', 'shake']"
Cause Contain Relation,put-9.1,3,"['insert', 'implant', 'embed']"
Cause Increase Temperature,other_cos-45.4,3,"['defrost', 'warm', 'heat']"
Repair Activity,remedy-45.7,3,"['repair', 'remedy', 'rectify']"
Cooperate Activity,cooperate-73.1,3,"['collaborate', 'join', 'cooperate']"
Inform Activity,tell-37.2,3,"['inform', 'apprise', 'notify']"
Manage Activity,supervision-95.2.2,3,"['superintend', 'manage', 'supervise']"
Relate Activity,tape-22.4,3,"['tie', 'link', 'connect']"
Winning Activity,steal-10.5,2,"['capture', 'take']"
Study Activity,assessment-34.1,2,"['study', 'research']"
Kick Activity,throw-17.1,2,"['punt', 'boot']"
Conformity Relation,contiguous_location-47.8,2,"['follow', 'meet']"
Cause Negative Behavior,remedy-45.7,2,"['debase', 'bastardize']"
Configurative Locative Relation,put-9.1,2,"['situate', 'arrange']"
Sleep State,fit-54.3,2,"['hibernate', 'sleep']"
Cause Negative State,fill-9.8,2,"['infest', 'contaminate']"
Compare Activity,distinguish-23.5,2,"['distinguish', 'differentiate']"
Audit Activity,assessment-34.1,2,"['audit', 'inspect']"
Succeed Activity,get-13.5.1,2,"['save', 'score']"
Non-Physical Search Activity,chase-51.6,2,"['pursue', 'track']"
Give Disease Activity,fill-9.8,2,"['infect', 'contaminate']"
Begin Activity,terminus-47.9,2,"['start', 'begin']"
Participate Activity,amalgamate-22.2,2,"['affiliate', 'associate']"
Film Activity,transcribe-25.4,2,"['film', 'microfilm']"
Precedence Relation,contiguous_location-47.8,2,"['predate', 'precede']"
Living Entity Existence,exist-47.1,2,"['live', 'vegetate']"
Cause Privative Participation,concealment-16,2,"['sequester', 'isolate']"
Drink Activity,gobble-39.3,2,"['swig', 'guzzle']"
Aerate Activity,other_cos-45.4,2,"['fluff', 'air']"
Living Entity Come into Existence,other_cos-45.4,2,"['waken', 'awake']"
Breathing,manner_speaking-37.3,2,"['gasp', 'wheeze']"
Create Copy Activity,transcribe-25.4,2,"['duplicate', 'copy']"
Cause Decrease Activity,caused_calibratable_cos-45.6.2,2,"['diminish', 'lower']"
Cause Equality State,other_cos-45.4,2,"['even', 'equalize']"
Smell Activity,stalk-35.3,2,"['smell', 'scent']"
Decrease Speed,other_cos-45.4,2,"['decelerate', 'slow']"
Physical Damage,other_cos-45.4,2,"['fray', 'corrode']"
